0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
B2,1191,"273,01","43,15","46,32","41,66","48,00",,,,,,,,,,,,,,,,,,
B3,352,"296,14","42,50","45,07","41,54","48,00",,,,,,,,,,,,,,,,,,
C2,2291,"253,78","41,45","40,69","38,64","41,78",,,,,,,,,,,,,,,,,,
C3,821,"286,75","41,69","41,14","39,48","42,38",,,,,,,,,,,,,,,,,,
23,134,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
A0,204,"13,12","57,12","57,92","48,34","68,00",,,,,,,,,,,,,,,,,,
A1,1612,"15,89","76,06","74,47","68,79","76,83",,,,,,,,,,,,,,,,,,
A2,13736,"20,05","77,00","73,53","68,51","77,84",,,,,,,,,,,,,,,,,,
A3,2365,"22,97","77,17","71,28","67,90","77,48",,,,,,,,,,,,,,,,,,
A4,352,"24,37","69,11","62,09","58,90","69,46",,,,,,,,,,,,,,,,,,
A5,63,"25,83","62,04","57,17","51,48","71,54",,,,,,,,,,,,,,,,,,
A6,53,"22,27","60,70","54,05","50,60","58,45",,,,,,,,,,,,,,,,,,
AB2,245,"21,99","67,54","67,79","60,00","79,08",,,,,,,,,,,,,,,,,,
AB3,73,"26,69","61,56","64,51","58,00","72,37",,,,,,,,,,,,,,,,,,
B2,250,"25,70","57,95","58,34","51,49","70,41",,,,,,,,,,,,,,,,,,
B3,53,"29,27","58,02","57,47","53,00","63,02",,,,,,,,,,,,,,,,,,
C2,1191,"24,16","59,24","59,34","52,88","64,62",,,,,,,,,,,,,,,,,,
C3,198,"27,24","58,94","58,10","52,00","64,04",,,,,,,,,,,,,,,,,,
20,395,,,,,,,,,,,,,,,,,,,,,,,
PIGS,Units,Avg,Avg,Purch,Purch,Purch,,,,,,,,,,,,,,,,,,
MassPrice,Min,Max,Hide,Feedlot,"12,79",,,,,,,,,,,,,,,,,,,
PP,1407,"52,75","30,13","28,72","30,70",Veldt,"13,15",,,,,,,,,,,,,,,,,
PO,90,"51,34","29,30","24,68","31,00",Dorper,ea,"40,25",,,,,,,,,,,,,,,,
PR,20,"48,73","25,15","20,63","29,68",Merino,ea,"96,25",,,,,,,,,,,,,,,,
PC,10,"51,54","23,64","20,00","29,58",,,,,,,,,,,,,,,,,,,
PU,1,"49,50","19,00","19,00","19,00",,,,,,,,,,,,,,,,,,,
PS,5,"32,06","18,50","18,50","18,50",,,,,,,,,,,,,,,,,,,
CP,978,"62,46","29,53","28,05","31,39",,,,,,,,,,,,,,,,,,,
CO,104,"63,14","29,26","28,16","29,67",,,,,,,,,,,,,,,,,,,
CR,2,"64,78","26,49","23,50","29,30",,,,,,,,,,,,,,,,,,,
CC,1,"66,40","21,00","21,00","21,00",,,,,,,,,,,,,,,,,,,
CU,1,"65,90","28,60","28,60","28,60",,,,,,,,,,,,,,,,,,,
CS,1,"61,10","19,00","19,00","19,00",,,,,,,,,,,,,,,,,,,
BP,5387,"75,17","28,99","27,26","31,01",,,,,,,,,,,,,,,,,,,
BO,1697,"76,75","29,17","26,92","31,48",,,,,,,,,,,,,,,,,,,
BR,139,"78,18","28,17","25,41","31,42",,,,,,,,,,,,,,,,,,,
BC,16,"71,75","25,52","20,00","30,33",,,,,,,,,,,,,,,,,,,
BU,3,"72,50","23,89","19,00","26,00",,,,,,,,,,,,,,,,,,,
BS,5,"77,11","20,66","18,90","21,00",,,,,,,,,,,,,,,,,,,
HP,2434,"85,95","27,48","27,14","28,01",,,,,,,,,,,,,,,,,,,
HO,3961,"88,89","27,40","26,98","28,20",,,,,,,,,,,,,,,,,,,
HR,706,"91,35","25,89","24,25","28,37",,,,,,,,,,,,,,,,,,,
HC,34,"92,97","23,08","19,00","27,86",,,,,,,,,,,,,,,,,,,
HU,5,"85,62","27,18","19,00","31,50",,,,,,,,,,,,,,,,,,,
HS,11,"95,61","25,10","19,00","30,56",,,,,,,,,,,,,,,,,,,
SAU,908,"135,95","20,79","18,52","24,71",,,,,,,,,,,,,,,,,,,
SAB,449,"105,65","22,36","19,57","24,90",,,,,,,,,,,,,,,,,,,
18,375,,,,,,,,,,,,,,,,,,,,,,,
is,"up-to-date,",accurate,and,complete.323436384042444648,,,,,,,,,,,,,,,,,,,,
37,38,39,40,41,42,43Beef,A2,-Sales,Price,2017,2016,,,,,,,,,,,,,
5254565860626466687072747678,,,,,,,,,,,,,,,,,,,,,,,,
37,38,39,40,41,42,43Lamb,A2,-Sales,Price,2017,2016,,,,,,,,,,,,,
202224262830,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2021/10/25,To,2021/10/31,,,,,,,,,,,,,,,,
A2,8194,"279,50","53,26","54,64","53,01","55,51",Hide,Feedlot,Weighted,"4,64",,,,,,,,,,,,,,
A3,705,"288,72","51,26","54,14","53,36","55,79",Hide,Field,Average,"4,15",,,,,,,,,,,,,,
AB2,932,"286,69","52,86","54,16","52,48","54,71",Dorper,ea,"45,00",,,,,,,,,,,,,,,
AB3,129,"290,33","51,44","53,53","51,25","54,82",Merino,ea,"64,00",,,,,,,,,,,,,,,
B2,426,"297,39","50,45","51,16","49,58","52,83",,,,,,,,,,,,,,,,,,
B3,85,"315,80","50,16","50,68","48,20","51,51",,,,,,,,,,,,,,,,,,
C2,299,"278,43","46,25","48,47","46,96","51,32",,,,,,,,,,,,,,,,,,
C3,111,"307,52","46,25","48,17","46,76","50,00",,,,,,,,,,,,,,,,,,
10,881,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,84,"11,08","58,52","70,15","69,65","71,80",,,,,,,,,,,,,,,,,,
A1,315,"15,40","83,60","84,34","82,95","85,68",,,,,,,,,,,,,,,,,,
A2,10535,"21,12","84,68","85,80","84,82","87,81",,,,,,,,,,,,,,,,,,
A3,1817,"24,38","83,17","84,98","83,66","88,12",,,,,,,,,,,,,,,,,,
A4,381,"25,08","76,92","78,03","73,83","86,21",,,,,,,,,,,,,,,,,,
A5,40,"28,68","75,54","75,66","63,00","82,20",,,,,,,,,,,,,,,,,,
A6,14,"20,56","68,98","64,37","62,58","66,21",,,,,,,,,,,,,,,,,,
AB2,179,"23,42","77,85","83,34","75,74","85,25",,,,,,,,,,,,,,,,,,
AB3,144,"26,98","79,46","85,60","85,38","85,65",,,,,,,,,,,,,,,,,,
B2,54,"23,85","69,58","75,80","74,84","77,83",,,,,,,,,,,,,,,,,,
B3,8,"29,33","75,72","76,88","73,00","78,00",,,,,,,,,,,,,,,,,,
C2,735,"25,86","69,68","71,46","64,65","74,39",,,,,,,,,,,,,,,,,,
C3,90,"28,31","69,29","69,56","65,00","73,84",,,,,,,,,,,,,,,,,,
14,396,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,1471,"51,94","28,83","25,67","30,50",,,,,,,,,,,,,,,,,,,
O,78,"52,47","29,19","26,75","30,56",,,,,,,,,,,,,,,,,,,
R,14,"53,90","28,44","24,83","30,00",,,,,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,,,,,,,,,
U,,,,,,,,,,,,,,,,,,,,,,,,
S,"447,45","25,28","25,28","25,28",,,,,,,,,,,,,,,,,,,,
P,1820,"62,96","28,29","25,17","30,22",,,,,,,,,,,,,,,,,,,
O,264,"64,64","27,94","27,00","29,10",,,,,,,,,,,,,,,,,,,
R,19,"64,17","26,11","20,50","28,10",,,,,,,,,,,,,,,,,,,
C,1,"69,90","23,50","23,50","23,50",,,,,,,,,,,,,,,,,,,
U,,,,,,,,,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,,,,,,,,,
P,13146,"77,39","27,57","25,93","28,90",,,,,,,,,,,,,,,,,,,
O,5774,"81,08","27,44","26,05","28,52",,,,,,,,,,,,,,,,,,,
R,522,"83,85","26,72","23,50","27,70",,,,,,,,,,,,,,,,,,,
C,46,"84,69","23,89","20,59","26,12",,,,,,,,,,,,,,,,,,,
U,3,"79,13","24,20","21,00","26,06",,,,,,,,,,,,,,,,,,,
S,"470,55","22,58","20,95","24,54",,,,,,,,,,,,,,,,,,,,
P,7065,"85,25","27,16","26,30","28,04",,,,,,,,,,,,,,,,,,,
O,7281,"90,12","26,98","26,18","27,76",,,,,,,,,,,,,,,,,,,
R,1255,"90,27","26,55","25,26","27,73",,,,,,,,,,,,,,,,,,,
C,100,"91,20","23,63","20,94","25,63",,,,,,,,,,,,,,,,,,,
U,"389,90","21,32","20,95","22,00",,,,,,,,,,,,,,,,,,,,
S,"4797,90","26,28","25,17","26,83",,,,,,,,,,,,,,,,,,,,
SAU,1815,"125,18","22,95","18,85","25,92",,,,,,,,,,,,,,,,,,,
40,732,,,,,,,,,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Weighted,20%444546474849505152535455,,,,,,,,,,,,,,,,,,,,,,,
37,38,39,40,41,42,43Beef,A2,-Sales,Price,2021,2020,,,,,,,,,,,,,
7880828486889092949698100102,,,,,,,,,,,,,,,,,,,,,,,,
37,38,39,40,41,42,43Lamb,A2,-Sales,Price,2021,2020,,,,,,,,,,,,,
2021222324252627282930,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2016/10/24,To,2016/10/30,,,,,,,,,,,,,,
Mass,Price,Price,min,max,Beef,A2,-,Sales,Price,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,14768,261.88,36.90,37.43,34.90,40.50,,,,,,,,,,,,,,,,,,
A3,2337,247.85,37.06,36.65,35.75,40.50,,,,,,,,,,,,,,,,,,
AB2,620,261.67,35.56,36.15,28.10,38.90,,,,,,,,,,,,,,,,,,
AB3,204,281.49,35.45,35.86,33.16,38.90,,,,,,,,,,,,,,,,,,
B2,455,247.11,32.49,33.46,24.11,38.02,,,,,,,,,,,,,,,,,,
B3,77,281.39,33.20,34.37,29.00,38.02,,,,,,,,,,,,,,,,,,
C2,1472,246.17,32.33,33.34,28.00,35.50,,,,,,,,,,,,,,,,,,
C3,362,283.35,32.23,33.18,30.92,35.50,,,,,,,,,,,,,,,,,,
20,295,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,Lamb,A2,-,Sales,Price,,,,,,,,,,,,,,,,,,,
A0,220,13.96,48.75,51.52,41.70,54.00,,,,,,,,,,,,,,,,,,
A1,1599,17.50,58.78,59.35,54.20,61.64,,,,,,,,,,,,,,,,,,
A2,13279,21.11,60.75,59.15,55.97,63.28,,,,,,,,,,,,,,,,,,
A3,2625,23.21,61.03,58.56,56.16,64.51,,,,,,,,,,,,,,,,,,
A4,464,23.88,49.84,49.18,45.50,54.27,,,,,,,,,,,,,,,,,,
A5,71,23.79,42.92,42.96,39.60,46.07,,,,,,,,,,,,,,,,,,
A6,102,19.74,44.30,44.42,40.18,47.21,,,,,,,,,,,,,,,,,,
AB2,161,21.40,52.10,53.88,46.85,57.69,,,,,,,,,,,,,,,,,,
AB3,43,24.06,51.10,53.59,51.47,54.31,,,,,,,,,,,,,,,,,,
B2,717,23.26,48.35,50.93,43.70,52.00,,,,,,,,,,,,,,,,,,
B3,91,26.82,46.99,48.46,43.50,52.00,,,,,,,,,,,,,,,,,,
C2,936,23.69,47.29,48.00,45.93,54.00,,,,,,,,,,,,,,,,,,
C3,274,26.91,46.57,48.10,41.05,48.84,,,,,,,,,,,,,,,,,,
20,582,,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_maxAvg,,,,,,,,,,,,,,,,,,,,
Price,Min,Max,,,,,,,,,,,,,,,,,,,,,,
BP,5797,73.60,24.84,21.51,27.00,,,,,,,,,,,,,,,,,,,
BO,1975,75.87,24.53,21.33,27.00,,,,,,,,,,,,,,,,,,,
BR,220,76.52,24.36,23.00,26.50,,,,,,,,,,,,,,,,,,,
BC,18,76.42,22.33,19.88,26.00,,,,,,,,,,,,,,,,,,,
BU,4,74.43,16.10,13.00,24.50,,,,,,,,,,,,,,,,,,,
BS,8,74.65,16.74,11.00,26.00,,,,,,,,,,,,,,,,,,,
PP,2413,51.25,26.72,22.50,29.47,,,,,,,,,,,,,,,,,,,
PO,156,48.25,26.13,22.49,29.50,,,,,,,,,,,,,,,,,,,
PR,16,46.62,25.20,22.50,26.50,,,,,,,,,,,,,,,,,,,
PC,3,44.03,26.00,26.00,26.00,,,,,,,,,,,,,,,,,,,
PU,1,59.80,26.00,26.00,26.00,,,,,,,,,,,,,,,,,,,
SAB,98,125.62,12.63,6.00,20.50,,,,,,,,,,,,,,,,,,,
HP,3885,84.37,24.44,22.30,25.97,,,,,,,,,,,,,,,,,,,
HO,3661,85.79,24.53,22.30,26.00,Hide,Feedlot,15.40,,,,,,,,,,,,,,,,
HR,726,86.51,23.84,12.10,25.50,Veldt,15.50,,,,,,,,,,,,,,,,,
HC,48,88.37,19.29,11.40,24.50,Dorper,ea,34.50,,,,,,,,,,,,,,,,
HU,15,89.15,19.79,14.00,24.50,Merino,ea,84.55,,,,,,,,,,,,,,,,
HS,8,93.84,11.48,9.40,18.00,,,,,,,,,,,,,,,,,,,
CP,1627,61.19,25.96,22.40,27.94,,,,,,,,,,,,,,,,,,,
CO,268,63.13,25.74,22.40,27.53,,,,,,,,,,,,,,,,,,,
CR,5,59.44,23.24,21.50,24.50,,,,,,,,,,,,,,,,,,,
CC,1,57.80,16.00,16.00,16.00,,,,,,,,,,,,,,,,,,,
CU,1,57.30,13.00,13.00,13.00,,,,,,,,,,,,,,,,,,,
SAS,604,159.97,16.40,12.50,20.00,,,,,,,,,,,,,,,,,,,
21,558,,,,,,,,,,,,,,,,,,,,,,,
33343536373839404142432016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
53555759616365,,,,,,,,,,,,,,,,,,,,,,,,
33343536373839404142432016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
202122232425,,,,,,,,,,,,,,,,,,,,,,,,
33343536373839404142432016,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2018/10/22,To,2018/10/28,,,,,,,,,,,,,,,,
A2,10,680,"277,13","45,30","45,76","43,25","47,05",Hide,Feedlot,"5,80",,,,,,,,,,,,,,
A3,1,617,"294,75","45,38","45,76","44,71","47,12",Hide,Field,"5,09",,,,,,,,,,,,,,
AB2,467,"285,73","44,31","45,01","43,45","45,97",Dorper,ea,"31,67",,,,,,,,,,,,,,,
AB3,142,"311,70","44,85","44,95","43,70","45,59",Merino,ea,"85,90",,,,,,,,,,,,,,,
B2,475,"294,20","39,59","42,42","40,83","43,96",,,,,,,,,,,,,,,,,,
B3,137,"323,36","41,14","42,87","41,80","44,68",,,,,,,,,,,,,,,,,,
C2,1,748,"266,77","38,81","40,71","39,43","42,15",,,,,,,,,,,,,,,,,
C3,598,"298,35","39,43","40,94","39,70","42,20",,,,,,,,,,,,,,,,,,
15,864,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,22,"14,70","56,00","64,67","60,00","72,16",,,,,,,,,,,,,,,,,,
A1,311,"16,02","71,16","70,80","68,51","73,30",,,,,,,,,,,,,,,,,,
A2,7,650,"22,23","71,76","73,24","71,56","78,66",,,,,,,,,,,,,,,,,
A3,1,426,"24,92","71,70","72,99","71,06","79,47",,,,,,,,,,,,,,,,,
A4,227,"24,85","64,09","63,71","60,58","69,02",,,,,,,,,,,,,,,,,,
A5,31,"23,76","53,78","56,12","53,84","57,97",,,,,,,,,,,,,,,,,,
A6,40,"24,44","53,21","55,79","52,32","56,36",,,,,,,,,,,,,,,,,,
AB2,94,"23,33","65,39","70,99","64,55","75,00",,,,,,,,,,,,,,,,,,
AB3,18,"27,82","64,48","70,33","62,10","75,00",,,,,,,,,,,,,,,,,,
B2,96,"25,46","59,52","64,91","60,95","70,56",,,,,,,,,,,,,,,,,,
B3,25,"30,94","56,32","62,14","60,63","64,00",,,,,,,,,,,,,,,,,,
C2,587,"26,45","56,09","61,20","54,41","65,96",,,,,,,,,,,,,,,,,,
C3,115,"30,56","53,71","58,58","53,99","64,13",,,,,,,,,,,,,,,,,,
10,642,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,1,709,"50,41","28,66","25,41","30,50",,,,,,,,,,,,,,,,,,
O,139,"50,71","28,69","26,36","30,50",,,,,,,,,,,,,,,,,,,
R,36,"47,90","26,68","22,39","29,71",,,,,,,,,,,,,,,,,,,
C,7,"48,20","29,50","29,50","29,50",,,,,,,,,,,,,,,,,,,
S,"442,53","26,96","24,00","29,50",,,,,,,,,,,,,,,,,,,,
P,1,424,"61,98","27,33","26,04","28,46",,,,,,,,,,,,,,,,,,
O,139,"61,98","27,38","26,84","28,30",,,,,,,,,,,,,,,,,,,
R,26,"60,56","26,05","25,50","26,60",,,,,,,,,,,,,,,,,,,
C,12,"64,19","25,29","23,15","26,73",,,,,,,,,,,,,,,,,,,
S,"160,50","28,00","28,00","28,00",,,,,,,,,,,,,,,,,,,,
P,8,478,"74,40","26,99","24,85","29,00",,,,,,,,,,,,,,,,,,
O,3,102,"76,30","27,13","25,61","28,72",,,,,,,,,,,,,,,,,,
R,247,"75,26","25,84","24,20","27,33",,,,,,,,,,,,,,,,,,,
C,41,"79,48","25,73","20,39","28,75",,,,,,,,,,,,,,,,,,,
U,5,"68,38","27,42","23,00","28,75",,,,,,,,,,,,,,,,,,,
S,"292,35","14,50","14,50","14,50",,,,,,,,,,,,,,,,,,,,
P,3,832,"84,96","26,02","25,08","27,20",,,,,,,,,,,,,,,,,,
O,5,915,"86,96","26,02","25,35","27,29",,,,,,,,,,,,,,,,,,
R,1,097,"88,02","25,65","24,33","27,91",,,,,,,,,,,,,,,,,,
C,47,"89,00","22,90","21,70","25,40",,,,,,,,,,,,,,,,,,,
U,"985,72","23,29","21,51","25,40",,,,,,,,,,,,,,,,,,,,
S,"6895,16","25,68","23,32","28,50",,,,,,,,,,,,,,,,,,,,
1,255,"144,74","20,49","17,01","22,63",,,,,,,,,,,,,,,,,,,
27,59565,-,"79,99",kg,80,-,"99,99",kg,20,-,"55,99",kg,56,-,"64,99",kg,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Weighted,"20%4444,54545,54646,54747,548",,,,,,,,,,,,,,,,,,,,,,,
37,38,39,40,41,42,43Beef,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
727374757677,,,,,,,,,,,,,,,,,,,,,,,,
37,38,39,40,41,42,43Lamb,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
222324252627282930,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2016/10/31,To,2016/11/06,,,,,,,,,,,,,,
Mass,Price,Price,min,max,Beef,A2,-,Sales,Price,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,13837,259.68,37.70,37.28,35.50,39.80,,,,,,,,,,,,,,,,,,
A3,2057,278.39,37.72,37.41,35.86,39.80,,,,,,,,,,,,,,,,,,
AB2,495,255.67,35.95,35.99,31.50,39.30,,,,,,,,,,,,,,,,,,
AB3,132,284.38,36.16,35.97,31.50,39.30,,,,,,,,,,,,,,,,,,
B2,463,250.46,33.66,33.97,31.24,37.10,,,,,,,,,,,,,,,,,,
B3,87,270.94,34.30,34.09,31.86,36.90,,,,,,,,,,,,,,,,,,
C2,1768,249.38,32.70,33.14,28.00,35.50,,,,,,,,,,,,,,,,,,
C3,456,279.59,32.99,33.13,29.28,35.50,,,,,,,,,,,,,,,,,,
19,295,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,Lamb,A2,-,Sales,Price,,,,,,,,,,,,,,,,,,,
A0,371,14.05,49.93,50.74,46.25,54.00,,,,,,,,,,,,,,,,,,
A1,1508,16.05,59.00,59.08,56.69,63.24,,,,,,,,,,,,,,,,,,
A2,10139,19.61,60.28,59.90,56.03,63.34,,,,,,,,,,,,,,,,,,
A3,2030,21.45,60.28,59.79,56.20,63.28,,,,,,,,,,,,,,,,,,
A4,398,22.30,52.43,53.68,47.83,58.11,,,,,,,,,,,,,,,,,,
A5,122,22.55,47.94,49.03,48.04,52.24,,,,,,,,,,,,,,,,,,
A6,248,20.76,47.29,48.43,40.18,49.90,,,,,,,,,,,,,,,,,,
AB2,191,20.46,52.79,54.73,46.86,59.59,,,,,,,,,,,,,,,,,,
AB3,34,19.00,50.67,54.04,49.00,56.76,,,,,,,,,,,,,,,,,,
B2,139,23.96,48.15,49.47,42.81,57.00,,,,,,,,,,,,,,,,,,
B3,25,28.96,48.20,48.73,44.14,56.00,,,,,,,,,,,,,,,,,,
C2,1179,24.07,45.65,46.84,43.89,56.00,Hide,Feedlot,15.60,,,,,,,,,,,,,,,
C3,244,28.68,45.56,46.15,41.07,52.09,Veldt,15.56,,,,,,,,,,,,,,,,
16,628,Dorper,ea,35.00,,,,,,,,,,,,,,,,,,,,
PIGS,Avg,Purch,Purch,Purch,Merino,ea,78.75,,,,,,,,,,,,,,,,,
Price,Min,Max,,,,,,,,,,,,,,,,,,,,,,
Baconer,BO,-,Purchase,Price,,,,,,,,,,,,,,,,,,,,
BP,5543,73.83,25.51,22.30,28.50,,,,,,,,,,,,,,,,,,,
BO,2238,75.06,26.02,22.30,28.50,,,,,,,,,,,,,,,,,,,
BR,274,76.50,25.51,21.03,28.50,,,,,,,,,,,,,,,,,,,
BC,18,73.95,20.12,18.14,25.00,,,,,,,,,,,,,,,,,,,
BU,3,77.92,19.11,13.00,25.00,,,,,,,,,,,,,,,,,,,
BS,9,74.10,11.65,11.00,14.00,,,,,,,,,,,,,,,,,,,
PP,2430,50.94,27.44,25.46,29.48,,,,,,,,,,,,,,,,,,,
PO,185,47.84,27.18,21.74,28.19,,,,,,,,,,,,,,,,,,,
PR,35,45.14,24.88,16.69,27.00,,,,,,,,,,,,,,,,,,,
PC,6,40.47,23.60,16.67,26.50,,,,,,,,,,,,,,,,,,,
PU,2,34.05,21.18,15.88,26.50,,,,,,,,,,,,,,,,,,,
PS,1,50.50,26.50,26.50,26.50,,,,,,,,,,,,,,,,,,,
SAB,89,134.56,11.37,6.00,19.50,,,,,,,,,,,,,,,,,,,
HP,4124,83.81,24.81,22.30,27.23,,,,,,,,,,,,,,,,,,,
HO,4354,85.58,24.96,22.30,27.19,,,,,,,,,,,,,,,,,,,
HR,799,86.89,24.14,22.67,26.00,,,,,,,,,,,,,,,,,,,
HC,75,87.98,19.98,14.88,28.00,,,,,,,,,,,,,,,,,,,
HU,14,86.59,19.87,13.00,28.00,,,,,,,,,,,,,,,,,,,
HS,2,88.95,11.54,11.00,12.00,,,,,,,,,,,,,,,,,,,
CP,1561,60.98,26.37,22.40,28.50,,,,,,,,,,,,,,,,,,,
CO,261,62.90,26.30,22.40,28.00,,,,,,,,,,,,,,,,,,,
CR,29,62.93,26.37,24.65,26.50,,,,,,,,,,,,,,,,,,,
CC,1,61.10,26.50,26.50,26.50,,,,,,,,,,,,,,,,,,,
SAS,713,161.61,17.06,12.50,20.00,,,,,,,,,,,,,,,,,,,
22766,,,,,,,,,,,,,,,,,,,,,,,,
34353637383940414243442016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
52545658606264,,,,,,,,,,,,,,,,,,,,,,,,
34353637383940414243442016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
2021222324252627,,,,,,,,,,,,,,,,,,,,,,,,
34353637383940414243442016,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2018/10/29,To,2018/11/04,,,,,,,,,,,,,,,,
A2,9,895,"274,89","45,42","45,97","44,04","47,28",Hide,Feedlot,"5,57",,,,,,,,,,,,,,
A3,1,722,"297,66","45,38","46,03","44,80","47,57",Hide,Field,"4,73",,,,,,,,,,,,,,
AB2,523,"289,26","43,98","44,92","43,67","47,43",Dorper,ea,"30,63",,,,,,,,,,,,,,,
AB3,146,"334,79","43,61","43,99","43,25","46,17",Merino,ea,"96,88",,,,,,,,,,,,,,,
B2,388,"265,25","40,79","42,30","40,40","44,46",,,,,,,,,,,,,,,,,,
B3,114,"297,76","40,71","42,67","41,18","44,51",,,,,,,,,,,,,,,,,,
C2,1,442,"273,11","39,48","40,88","39,32","42,71",,,,,,,,,,,,,,,,,
C3,562,"300,95","39,34","41,14","39,68","42,63",,,,,,,,,,,,,,,,,,
14,792,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,16,"13,76","53,93","63,90","60,22","66,74",,,,,,,,,,,,,,,,,,
A1,158,"14,58","69,78","70,94","68,58","74,40",,,,,,,,,,,,,,,,,,
A2,6,117,"22,31","73,55","74,03","71,56","80,32",,,,,,,,,,,,,,,,,
A3,1,818,"24,28","73,99","73,57","71,12","80,25",,,,,,,,,,,,,,,,,
A4,319,"25,06","65,90","66,75","62,61","75,32",,,,,,,,,,,,,,,,,,
A5,64,"26,41","62,48","63,21","53,84","74,00",,,,,,,,,,,,,,,,,,
A6,47,"23,43","54,20","54,26","52,32","59,51",,,,,,,,,,,,,,,,,,
AB2,290,"22,76","68,39","70,82","65,49","73,69",,,,,,,,,,,,,,,,,,
AB3,29,"28,30","69,52","72,27","68,04","73,80",,,,,,,,,,,,,,,,,,
B2,221,"23,88","62,40","63,58","60,54","71,61",,,,,,,,,,,,,,,,,,
B3,39,"28,47","60,73","61,39","57,84","65,50",,,,,,,,,,,,,,,,,,
C2,813,"24,59","62,57","63,61","56,02","66,77",,,,,,,,,,,,,,,,,,
C3,208,"28,18","61,75","62,80","54,02","66,16",,,,,,,,,,,,,,,,,,
10,139,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,1,668,"50,10","29,11","25,53","31,00",,,,,,,,,,,,,,,,,,
O,65,"48,76","27,84","24,43","31,00",,,,,,,,,,,,,,,,,,,
R,21,"44,13","27,22","25,07","29,63",,,,,,,,,,,,,,,,,,,
C,6,"50,30","21,33","17,85","30,00",,,,,,,,,,,,,,,,,,,
S,2,"56,65","23,71","17,00","30,00",,,,,,,,,,,,,,,,,,,
P,1,704,"60,90","27,38","25,74","28,44",,,,,,,,,,,,,,,,,,
O,176,"61,34","27,42","27,00","28,32",,,,,,,,,,,,,,,,,,,
R,19,"61,42","26,16","24,50","26,60",,,,,,,,,,,,,,,,,,,
C,3,"65,60","26,10","26,10","26,10",,,,,,,,,,,,,,,,,,,
U,2,"64,90","26,10","26,10","26,10",,,,,,,,,,,,,,,,,,,
P,8,297,"74,54","27,35","24,92","29,48",,,,,,,,,,,,,,,,,,
O,2,360,"76,08","27,06","25,58","28,36",,,,,,,,,,,,,,,,,,
R,233,"76,38","26,07","24,32","27,80",,,,,,,,,,,,,,,,,,,
